,clusteringCoefficient_networkit,PageRank_networkit,betweennessInComm_toScale,lengthMean_rw,clusteringCoefficient_networkit_innov,PageRank_networkit_innov,betweennessInComm_toScale_innov,lengthMean_rw_innov,clusteringCoefficient_networkit_prop,PageRank_networkit_prop,betweennessInComm_toScale_prop,lengthMean_rw_prop,clusteringCoefficient_networkit_fix,PageRank_networkit_fix,betweennessInComm_toScale_fix,lengthMean_rw_fix,type,nb_users
cuissance,0.0570824524312896,1.8684707649429695e-07,0.4202898550724638,8.5862,0.0807302108283161,2.564290966914472e-07,5.977272727272728,9.6952,0.061054579093432,1.4755195966597085e-07,-0.0144927536231884,8.1032,0.0563771501963191,2.168400621320932e-07,0.6231884057971014,8.677900000000001,buzz,357
fvg,0.062195340804354,1.8711705343838121e-07,0.5797101449275364,6.664,0.0765712621682336,1.241556890088942e-07,0.0662055335968379,6.835800000000001,0.0749006916725822,1.3096847704375361e-07,0.1666666666666666,6.9113500000000005,0.0608008658008657,2.025181672301096e-07,0.6811594202898551,6.62685,change,2553
baleyer,0.0657300170875261,1.801810946637364e-07,0.463768115942029,8.6978,0.0461658841940532,9.817844683478497e-08,0.3333333333333333,6.5179,0.0712163653340123,1.3813785586576084e-07,0.2318840579710145,8.6672,0.0633827594873083,2.058760294534975e-07,0.4927536231884059,8.7102,buzz,205
lassui,0.0654753867942556,1.924119436455683e-07,0.3768115942028985,8.62845,0.1110251117991056,2.796628294228195e-07,1.0144927536231885,5.2103,0.0793108496256921,1.2958967788580718e-07,0.036231884057971,8.0266,0.0627096774193548,2.1606404068321498e-07,0.5072463768115942,8.7397,buzz,911
ptdddddddrrr,0.0616395278711121,1.92677376028488e-07,0.5797101449275364,8.68965,0.0853485064011379,1.1307879941639225e-07,-0.0289855072463767,8.1369,0.0634902233557462,1.4784441578730548e-07,0.1594202898550725,8.4629,0.0613855650230192,2.088591687364605e-07,0.7318840579710144,8.76345,buzz,822
mimba,0.1146575113804508,1.6178700132554554e-07,0.3112648221343873,7.45575,0.1282051282051282,8.037131907307445e-08,-0.1363636363636363,3.4918,0.1255599488403287,1.330916938044418e-07,0.0942028985507246,7.50225,0.1140495867768595,1.839236994706465e-07,0.391304347826087,7.4299,buzz,368
frapppe,0.0698539590254705,1.5839588770775616e-07,0.5289855072463769,8.06155,0.0738927738927738,1.421264144663491e-07,0.4927536231884057,5.7067,0.0697674418604651,1.4061668167941005e-07,0.3478260869565218,8.0293,0.0700583819849874,1.7017113154273688e-07,0.5942028985507247,8.1539,buzz,224
mddddddrrrrrrrr,0.0679883690192968,1.7327907476687925e-07,0.463768115942029,7.5111,0.161038961038961,1.6478668330595898e-06,0.4782608695652176,4.8092,0.0782654680063458,1.423079079278696e-07,0.1304347826086956,7.9637,0.0629890453834115,1.92565158812761e-07,0.6086956521739132,7.4531,buzz,276
ptddddddrr,0.0645134263332076,1.841425221277885e-07,0.5217391304347827,8.7155,0.0716677596940754,1.6814316388574117e-07,0.9710144927536232,8.16085,0.0735930735930736,1.4406690332507765e-07,0.1014492753623188,8.7597,0.0632102849779856,2.0502516951489354e-07,0.7101449275362319,8.7107,buzz,1013
otel,0.0700525317501299,1.739843087532786e-07,0.4057971014492754,9.67455,0.1460768466300274,2.475161114420351e-07,0.5685768460971243,8.20675,0.0775697865353037,1.336727074154397e-07,0.1304347826086956,9.1446,0.0683090705487122,1.980840573944628e-07,0.6376811594202898,9.9028,buzz,416
fdpppppp,0.0836036036036036,1.4866830456367137e-07,0.391304347826087,6.7997,0.1655367231638418,1.557319654251045e-07,0.1304347826086956,2.0773,0.0996816800416672,1.2142049800682e-07,0.0961791831357048,6.8679,0.0796031688172826,1.64263068686472e-07,0.5217391304347827,6.7978,buzz,489
unranked,0.1376677034518301,1.2684053162213144e-07,0.8810533757511487,4.49085,0.0805283472163361,6.464417521074753e-07,2.2494456762749446,8.6715,0.1313200640585678,1.2825497263228972e-07,0.8985507246376812,4.3346,0.1448484848484848,1.2531212052496454e-07,0.853658536585366,4.5947,change,492
mddddddrrr,0.0673659759153982,1.7483704915154606e-07,0.5507246376811595,8.136050000000001,0.0836839644693782,1.2014899852563198e-07,-0.0289855072463767,7.0831,0.0729490022172948,1.3802565236600506e-07,0.1304347826086956,8.18135,0.0656895403064623,1.914446758374769e-07,0.7246376811594202,8.1352,buzz,1627
jvj,0.0623090440362029,1.977114014604383e-07,0.6086956521739132,6.30255,0.0837789661319073,1.0750098119124493e-07,0.0,6.4146,0.0628811539803378,1.621066215670914e-07,0.5144927536231885,6.57475,0.0592280343190479,2.451924485496843e-07,0.7267080745341614,6.0858,change,974
ptdddddddddrrr,0.0634902233557462,1.954457221247238e-07,0.6376811594202898,8.9927,0.0380952380952381,8.686345513363964e-08,-0.2608695652173913,7.0901,0.0694167402855102,1.480967978788403e-07,0.1739130434782608,8.770900000000001,0.0623204315445273,2.2185763392309758e-07,0.8840579710144926,9.0499,buzz,427
mddddddddrrrrr,0.0692755156002115,1.696107212684004e-07,0.5217391304347827,7.8744,0.1841269841269841,1.1062638811461772e-07,0.2608695652173913,7.0831,0.0772946859903381,1.4151232642818e-07,0.1594202898550725,7.8744,0.0682714538283693,1.878509811252436e-07,0.7246376811594202,7.9221,buzz,350
ppppptdr,0.0551095388350005,1.992656796151337e-07,0.4927536231884059,8.007200000000001,0.0769696969696969,1.199108597530429e-07,0.463768115942029,3.9576,0.049417533236804,1.7131167467677446e-07,0.3840579710144927,8.23205,0.0544354838709677,2.110922088562685e-07,0.5072463768115942,8.0094,change,241
ptddddddrrr,0.0642538687844111,1.9180216851853836e-07,0.6666666666666666,8.5989,0.0798771121351766,1.1307879941639225e-07,-0.2463768115942029,5.5576,0.0697674418604651,1.460853484503776e-07,0.1739130434782609,8.6927,0.0629895266541715,2.1313478299157026e-07,0.8695652173913045,8.5704,buzz,1296
4months,0.0871238777642718,1.3739246449640668e-07,0.3703203203203202,7.0578,0.1282654127481713,1.0349855750687937e-07,-0.2592592592592592,4.8674,0.0761478163493841,1.0407454631734816e-07,-0.0579710144927536,6.0391,0.0875183654562558,1.4140671285041894e-07,0.4130434782608696,7.1263000000000005,change,202
tooooz,0.0680310668625761,1.5843932767058969e-07,0.4782608695652176,8.2956,0.1359575200882207,1.2956531683292992e-07,0.1086956521739131,4.42595,0.0757763975155279,1.3744976367804473e-07,0.0434782608695652,8.0038,0.0666666666666666,1.677331507801796e-07,0.6521739130434783,8.312,buzz,392
huehue,0.1096684631716478,1.6143635241826397e-07,1.1951219512195124,4.2562,0.1062524318338271,1.0798380071181545e-07,0.1818181818181818,5.9492,0.1097271975750895,1.5027771267096013e-07,0.853658536585366,4.2225,0.1096684631716478,1.827010783075948e-07,1.6341463414634148,4.3393,change,350
ptddddddddddddddddddddddddr,0.0626460963066853,1.820257748024991e-07,0.5797101449275364,8.896,0.05,1.2014899852563198e-07,-0.0289855072463767,8.1369,0.0749007936507936,1.4690101724403793e-07,0.0869565217391304,8.8676,0.0596663815226689,2.140818392062665e-07,0.8115942028985507,8.9056,buzz,367
mecra,0.0699974288625704,1.821594092058456e-07,0.3623188405797102,8.893650000000001,0.1126984126984127,1.1690946613997374e-07,-0.0144927536231884,4.4435,0.0807095343680709,1.4322570093569417e-07,0.0869565217391304,8.3674,0.067405790482092,1.9896636931420105e-07,0.5144927536231885,9.09885,buzz,1022
hatay,0.0662100456621004,1.7143101023260896e-07,0.4202898550724638,8.1968,0.1207011980267793,2.479911956289691e-07,0.0144927536231884,5.23265,0.0722128851540616,1.30660364072152e-07,0.0728172499116295,7.426,0.0649442160892542,1.887387301170911e-07,0.5797101449275364,8.3669,buzz,979
mdoit,0.0688237039558228,1.7428057245538384e-07,0.3260869565217391,8.710049999999999,0.059912854030501,9.171568138280642e-08,-0.1521739130434782,6.4074,0.0873093151574164,1.2981434680369902e-07,0.0869565217391304,9.0885,0.0643867924528301,2.0539442014703402e-07,0.4782608695652176,8.585,buzz,566
compwend,0.0707748150216389,2.1505993465820317e-07,0.6521739130434783,7.04635,0.0725568450110784,1.5617085776345537e-07,0.289855072463768,6.5793,0.0702674776204187,2.078597423717431e-07,0.5289855072463769,7.7886,0.0707748150216389,2.1708064860158641e-07,0.6666666666666666,6.9319500000000005,change,1514
0808,0.0733730158730158,1.633564201040047e-07,0.5652173913043479,7.0202,0.1447308909995477,1.0646641764655725e-07,0.2682926829268292,2.6951,0.0755747126436781,1.5408191837797078e-07,0.5507246376811595,7.335,0.0727272727272727,1.782478778930095e-07,0.5942028985507247,6.6502,change,488
ptttn,0.0705271544679124,1.627272576235151e-07,0.5434782608695653,8.24195,0.087719298245614,7.108661826085119e-08,0.1014492753623188,3.1815,0.0734013113323458,1.41204165294657e-07,0.2101449275362318,8.8246,0.0696058327637275,1.7964913423931725e-07,0.6585365853658538,8.0285,buzz,1006
idfc,0.1009851983646274,1.8744318399264945e-07,0.1867954911433172,8.2908,0.0986609019395904,1.4412541374783008e-07,0.3975155279503105,7.5399,0.1009165473809854,1.8744318399264945e-07,0.168061457992808,8.331150000000001,0.1027667984189723,1.912616701360468e-07,0.3768115942028985,9.2215,change,1212
iencli,0.0702300992492985,1.992117609791509e-07,0.3768115942028985,8.26615,0.1329365079365079,1.7217734970111094e-07,0.2028985507246376,3.9725,0.0723110465116279,1.852674432547964e-07,0.2753623188405797,8.6168,0.0684920421617826,2.1785458941856867e-07,0.4202898550724638,8.02325,change,1131
nojoke,0.1444771514949284,1.3430409558980054e-07,0.5853658536585367,4.5922,0.1,1.891258424038469e-07,0.6956521739130433,5.2421,0.1801043371522094,8.707590043457197e-08,0.2682926829268293,4.5571,0.143222683264177,1.384682383297424e-07,0.6341463414634145,4.5821,change,645
tweerk,0.0636252346031828,1.8681496477101653e-07,0.5,8.3744,0.0652680652680652,2.580782828775712e-07,0.0,7.9299,0.0671987046032847,1.5794739317037501e-07,0.3333333333333333,8.3956,0.0621945812454639,2.063698845517056e-07,0.7463768115942029,8.355899999999998,buzz,378
msoulez,0.0601692976435598,2.2476781171973625e-07,0.5942028985507247,7.1908,0.1561561561561561,6.33032466018538e-08,-0.1304347826086956,5.2127,0.0651903651903651,1.9034513178313466e-07,0.4565217391304347,7.80905,0.0586853608389916,2.423852977366211e-07,0.6956521739130433,7.00965,change,585
mddddt,0.064858079493284,1.7882357906914734e-07,0.6231884057971016,8.11885,0.1555555555555555,6.773084230381635e-08,-0.1739130434782608,7.5504,0.0712104465343771,1.4361546146404285e-07,0.3333333333333333,8.670200000000001,0.0632097371227806,1.9039118418084337e-07,0.7101449275362319,7.9478,buzz,224
slpe,0.0672751859364435,1.6877250089308018e-07,0.5072463768115942,6.94965,0.1028673835125447,9.93492101253546e-08,-0.0826745718050065,6.70805,0.0663522012578616,1.6163408990396074e-07,0.5797101449275364,7.3257,0.0675675675675675,1.804383679585837e-07,0.4658385093167702,6.7272,buzz,659
jonémar,0.0773835920177383,2.191100692406971e-07,0.5072463768115942,5.7248,0.085698282300224,1.4241200900764296e-07,0.2028985507246376,5.6726,0.0775245895901151,1.657997044752862e-07,0.3768115942028985,5.1634,0.0769485903814262,2.301340802460451e-07,0.5652173913043479,5.7587,change,279
fdppp,0.0879577426187595,1.500733147285123e-07,0.3623188405797102,7.0798000000000005,0.090146750524109,1.0625633039778316e-07,-0.1363636363636363,5.5038,0.0894966173603944,1.2807428681100574e-07,0.1884057971014492,7.0985,0.0874800140802659,1.6003236405145297e-07,0.4347826086956524,7.07365,buzz,1382
2323,0.0714285714285714,1.7635918331139417e-07,0.5507246376811595,7.20595,0.0950653120464441,1.2849912192387284e-07,-0.0869565217391303,7.0486,0.0719761075161772,1.6433685680363294e-07,0.5217391304347827,7.7153,0.0714127336078555,1.8069638424371092e-07,0.5652173913043479,7.0341000000000005,change,3765
jspa,0.0649836372136512,2.029360693443936e-07,0.6086956521739132,8.5183,0.0562840290381125,1.2106482504872597e-07,0.2753623188405798,6.4788,0.0634902233557462,1.5248567094084857e-07,0.3188405797101449,8.736,0.0652516396180916,2.148492437409695e-07,0.6811594202898551,8.4932,change,1248
tsrx,0.0597750564530137,1.9890523371541379e-07,0.5652173913043479,6.6338,0.0565300862613086,1.2793095755480217e-07,0.572463768115942,7.75685,0.078141502758248,1.2805722766690842e-07,0.0797101449275362,7.90165,0.05763330973415,2.3672290129961525e-07,0.6666666666666666,6.3823,buzz,342
ocalm,0.0708001320496006,1.626266956511411e-07,0.3188405797101449,8.73105,0.0797594742500936,1.0648826426176958e-07,-0.0507246376811594,8.32025,0.074033374033374,1.3954758470244408e-07,0.1376811594202898,8.73685,0.068695045568525,1.8627754411230737e-07,0.4492753623188405,8.71655,buzz,1176
lunfollow,0.0572568010254949,1.99163610121269e-07,0.4347826086956524,8.2355,0.0694692142287467,9.564712001598633e-08,0.5,6.061,0.0629370629370629,1.5683622623008312e-07,-0.0144927536231884,8.543,0.0568548715132974,2.30118481687021e-07,0.6159420289855073,8.22965,buzz,498
fdpp,0.0850269975322466,1.439638032545761e-07,0.4174620007069636,7.0161,0.1772486772486772,8.755801650348861e-08,-0.2608695652173913,7.7325,0.0875420875420875,1.3118721825301053e-07,0.1739130434782609,7.5439,0.08383262687773,1.5091711718308408e-07,0.4830328738069991,6.8334,buzz,1207
binge-watching,0.100532934338349,4.300161127395971e-07,0.902439024390244,8.7062,0.2138775510204081,1.5401039658377817e-07,-0.0454545454545454,12.4186,0.1099748586156704,3.7367609993745533e-07,0.5398550724637682,8.5672,0.0923394739921149,4.746758414183053e-07,1.2272727272727275,8.7193,change,284
talr,0.0659019582941109,1.839527967614073e-07,0.5072463768115942,9.23655,0.1333333333333333,9.588529199401068e-08,-0.2318840579710145,8.7882,0.0766713417484806,1.413956870289247e-07,0.0579710144927536,9.0599,0.0643743545234372,2.103924678309667e-07,0.6521739130434783,9.3016,buzz,698
huuurle,0.0770474783372599,1.633894784260285e-07,0.5797101449275364,5.8939,0.0915667237768894,1.3068310309495304e-07,0.3478260869565218,5.4567,0.0833333333333333,1.32945952907889e-07,0.5507246376811595,6.4203,0.0760553667307029,1.6754218668197168e-07,0.6086956521739132,5.87,change,678
oklm,0.0871365476628634,1.5120081142864458e-07,0.4878048780487806,6.31245,0.0877659574468085,1.3687166611838245e-07,0.2318840579710145,7.2682,0.0816971338298352,1.5201538664383768e-07,0.4782608695652176,7.2499,0.0879281384187926,1.516304583248378e-07,0.4927536231884059,6.13915,change,108350
yoloooo,0.0894726822767942,1.50360714013972e-07,0.4202898550724638,4.88,0.0848979591836734,9.663761482968797e-08,-0.1739130434782608,6.9133,0.1050980392156862,1.2453651442439274e-07,0.3043478260869565,5.5936,0.0854197349042709,1.643082769284809e-07,0.4492753623188405,4.8479,buzz,387
mggle,0.0909090909090909,1.5679264563788405e-07,0.4492753623188405,6.3702,0.1487403100775193,1.1097412966950905e-07,0.1818181818181818,7.3393,0.0972850678733031,1.5333571689610574e-07,0.3478260869565218,6.7763,0.0889032258064516,1.603560784281506e-07,0.4927536231884059,6.2699,buzz,359
ptdddddddddrrrr,0.0619652286938617,1.9870531437846266e-07,0.6159420289855073,8.81545,0.2375960866526904,1.0957169416851524e-07,-0.144927536231884,7.2543,0.0673891625615763,1.4050595492277862e-07,0.2318840579710145,8.5668,0.0587487480344622,2.31168194459151e-07,0.920289855072464,8.934750000000001,buzz,379
ptdddddddddrrrrr,0.0583488790104713,1.8713281014135242e-07,0.6521739130434783,8.68685,0.0954370970160443,1.397094316214939e-07,0.2246376811594203,8.0268,0.0674948240165631,1.4039416072624965e-07,0.1159420289855072,8.5625,0.0545741718275905,2.311972889330558e-07,0.9565217391304348,8.7597,buzz,267
pttttttdr,0.0727189134618902,1.63518324788747e-07,0.463768115942029,8.89855,0.099625468164794,7.785777749314797e-08,0.7101449275362319,7.3025,0.0727425832361704,1.4204971787988484e-07,0.0289855072463768,8.6208,0.0719997762488112,1.7258826240282145e-07,0.5434782608695653,8.95535,buzz,300
mdddde,0.0690958878484629,1.663548187540273e-07,0.4855072463768117,8.2531,0.1333333333333333,1.0844469241552393e-07,-0.2463768115942029,12.0693,0.0746268656716417,1.1860142416251733e-07,0.0869565217391304,8.7286,0.0661438973240572,1.9070637682596957e-07,0.6521739130434783,8.1753,buzz,323
mskn,0.0689068714422773,1.752071418032258e-07,0.5507246376811595,7.17615,0.0756639661168424,1.4653403017152161e-07,0.1449275362318841,8.411650000000002,0.0601645123384253,1.899404862337626e-07,0.6956521739130433,7.9691,0.0700493813460578,1.747410730101616e-07,0.5362318840579711,7.0496,change,16318
charo,0.0772670936812408,1.893444381122881e-07,0.5942028985507247,7.654,0.0713272543059776,1.679991649866071e-07,0.1521739130434783,9.4234,0.0764141850357767,1.845565062461341e-07,0.5942028985507247,8.171800000000001,0.0790472389110004,2.0146614666730443e-07,0.6376811594202898,6.70695,buzz,9552
rankeds,0.1407232584144944,1.224949039985795e-07,0.9268292682926832,4.5374,0.1656371539693434,9.090372699135629e-08,0.2682926829268292,5.5976,0.1396481812760882,1.1408079315445164e-07,0.6829268292682928,4.42825,0.141195134849286,1.3075151902675013e-07,1.1219512195121952,4.6226,change,857
-embrasse,0.5333333333333333,1.898676162030459e-07,0.0,8.3102,0.2499999999999999,2.1836097903593657e-07,-0.0342969903975266,7.10155,0.5592156862745098,1.931309045853532e-07,-0.0159975681873071,8.8481,0.4221804511278195,1.7266732000405077e-07,0.3231575472811943,6.493399999999999,buzz,254
mggl,0.081199751787987,1.535825570172132e-07,0.391304347826087,7.47345,0.0133018290014877,1.3101411020374598e-07,5.855072463768116,7.3224,0.0816245984663027,1.2589089229793365e-07,0.2753623188405797,7.54275,0.0814814814814814,1.6404916352778297e-07,0.4057971014492754,7.4363,buzz,296
salpute,0.0554598879322126,2.2947374932574653e-07,0.6956521739130433,6.619,0.0619808595160707,1.4175300074689138e-07,0.072463768115942,8.52395,0.0527756400358467,2.2780773571372933e-07,0.8009897490279252,7.2797,0.0557220948686298,2.394996341135896e-07,0.6666666666666666,6.3391,change,799
tchp,0.0650174055236203,1.9624220870522135e-07,0.4782608695652176,9.4028,0.0576090576090576,1.3373583077813488e-07,-0.217391304347826,9.1743,0.0648018648018648,1.5536566299641706e-07,0.1884057971014492,8.9866,0.0650359153562415,2.272399881955548e-07,0.5797101449275364,9.5955,buzz,631
toxics,0.1306755260243632,1.5658690277548557e-07,0.7317073170731709,4.7238,0.1013824884792626,8.911127258619204e-08,-0.1159420289855072,5.2577,0.1370101137800252,1.4628995736943149e-07,0.7560975609756099,4.7605,0.1285003144660393,1.9481678151019258e-07,0.8658536585365856,4.61295,change,329
twittergame,0.109533748040531,1.71303970721316e-07,1.033259423503326,4.31405,0.1238095238095238,1.084091728638299e-07,-0.1304347826086956,4.5973,0.1312409183376925,1.463943657467679e-07,1.2173913043478264,4.0536,0.1044866694048631,1.8245666533325345e-07,1.1097560975609757,4.34525,change,236
snapé,0.0709290709290709,2.0713202211583054e-07,0.5507246376811595,8.0347,0.0809523809523809,1.349648634703562e-07,0.5217391304347827,6.968,0.0948258091115234,1.343791414349461e-07,0.1884057971014492,6.747,0.0701035085360935,2.144518371364241e-07,0.5797101449275364,8.1125,change,1747
askip',0.0864772550846142,1.43261679168295e-07,0.4782608695652176,6.0006,0.0389304712140469,1.157125960659749e-07,5.420289855072465,7.1752,0.0840943683409436,1.3808865476112382e-07,0.2898550724637681,6.6272,0.0866325104797391,1.467758119726304e-07,0.5362318840579711,5.7712,buzz,928
streameur,0.1444444444444444,1.029278622550011e-07,0.5365853658536587,4.2974,0.0944013162385179,2.230867247429496e-07,0.426829268292683,4.75195,0.1508471045228653,9.26954492422234e-08,0.5121951219512195,4.426,0.1405387861084063,1.0912194762862e-07,0.5609756097560977,4.2415,change,2027
kaaao,0.0661000646055711,1.8167314264103853e-07,0.644927536231884,9.3205,0.0397435897435897,1.2242924774899594e-07,-0.2463768115942029,10.0431,0.0721120984278879,1.547252972868291e-07,0.391304347826087,9.309,0.0650771547104355,2.278614908056288e-07,0.7681159420289856,9.3111,buzz,234
ennuyance,0.0739957716701902,1.6416080706715065e-07,0.4202898550724638,7.2622,0.1900452488687782,2.127937953658539e-07,-0.2608695652173913,6.6937,0.0760676043257689,1.3805832773344953e-07,0.2028985507246376,7.23715,0.0723400835744133,1.722043967624592e-07,0.5169671261930011,7.2859,buzz,1299
zerhma,0.0674329057100288,1.662205576677878e-07,0.4202898550724638,8.6801,0.0155703149856824,4.229366253522589e-07,0.6231884057971014,6.3354,0.069033921187295,1.433198296544416e-07,0.1376811594202898,8.803249999999998,0.0663483078219211,1.7853862145493953e-07,0.6594202898550725,8.5824,buzz,323
srapel,0.0602014890197088,2.0688562576209802e-07,0.5072463768115942,7.533849999999999,0.1104576108446077,3.079753045058272e-07,0.971014492753623,4.9109,0.0690137573570856,1.6190385780394793e-07,0.3768115942028985,8.1125,0.0575675363692012,2.2366629082180418e-07,0.5652173913043479,7.1734,change,589
dhrs,0.0740680259515875,1.9939805116147227e-07,0.6159420289855073,9.1305,0.2328042328042328,7.27067232220846e-08,-0.2463768115942029,2.5312,0.0823120720893422,1.406982585887278e-07,0.2971014492753623,8.8716,0.0718995290423861,2.2905428861512374e-07,0.9420289855072462,9.1808,buzz,213
parasyte,0.0948295000019137,1.5991274495502804e-07,0.8586474501108647,4.51535,0.0855308923038006,1.2566550046055997e-07,0.6376811594202898,8.6502,0.0943929359823399,1.846918554734951e-07,1.5609756097560976,4.1618,0.0950387543490991,1.5801023616431865e-07,0.7598091198303288,4.5174,change,375
ﷺ,0.0828160322850954,2.0316916040007215e-07,0.6370223978919631,6.5599,0.1578471664845454,3.7269226267047394e-07,0.4347826086956523,4.9912,0.0826913956640314,2.134547247296247e-07,0.8405797101449275,7.212099999999999,0.0794935304242808,1.6323066859313053e-07,0.4219367588932807,5.52205,buzz,242
wcch,0.0681318681318681,2.004919670903722e-07,0.5217391304347827,9.9055,0.0791604197901049,1.24491459516372e-07,0.1449275362318841,9.9003,0.0697427927260544,1.8268386740355174e-07,0.5144927536231885,9.8662,0.0676131830979608,2.240268662232877e-07,0.6086956521739132,10.0862,buzz,296
-marche,0.5,1.925960639610105e-07,0.0166287499048436,8.678149999999999,0.3333333333333333,2.270060013614234e-07,-0.0346582577431995,10.3149,0.6,1.8629177144533146e-07,-0.0230022139716517,8.8771,0.3,1.93616753828229e-07,0.723942826953192,7.356149999999999,buzz,471
tsuips,0.1149994836562,1.818132943498259e-07,0.2318840579710145,7.330249999999999,0.1230547383862301,1.7971116627591196e-07,0.4479578392621871,5.37235,0.1192307692307692,1.305722016297473e-07,0.0144927536231884,7.2329,0.1148467432950191,2.0825770496937169e-07,0.3478260869565218,7.3847,buzz,302
subtop,0.1288283569058844,3.278689238027043e-07,1.878048780487805,5.7572,0.1331501831501831,2.070535339504178e-07,0.6829268292682928,6.2541,0.1302929040438979,2.453825609325461e-07,1.9390243902439024,5.4031,0.1221252349391437,4.006378073002512e-07,2.4024390243902443,6.27805,change,205
thugance,0.0753298599170048,1.711590723974109e-07,0.5217391304347827,7.197,0.1257928118393234,1.3985301487492018e-07,0.6666666666666666,7.9512,0.0786267995570321,1.593486861149143e-07,0.2028985507246376,7.0079,0.0740588768669641,1.88489699495803e-07,0.644927536231884,7.22915,buzz,493
jmenbalek,0.068654019873532,1.6189046343532852e-07,0.5362318840579711,6.962,0.0727399049146814,1.9895028544073882e-07,1.3913043478260874,5.055350000000001,0.0771246297562087,1.2849672571064013e-07,0.0434782608695652,7.6397,0.0659906208226502,1.8428600171831686e-07,0.6956521739130433,6.9283,buzz,227
demote,0.1421372360502795,1.296659302851436e-07,0.7426652527394839,4.4549,0.1541448262473306,8.38931876283885e-08,-0.0909090909090909,6.9436,0.1488286850636025,1.1351997840903917e-07,0.5703428773418171,4.3928,0.1366602010227473,1.4224235088671354e-07,0.878048780487805,4.4785,change,692
-rentre,0.4545454545454545,1.874015443672633e-07,0.0107386964022467,7.9481,0.3888888888888889,2.283386942346437e-07,-0.0342754225842287,5.1825,0.5,1.81688645233995e-07,-0.0002321511266922,8.81185,0.3423340961098398,1.8158262373816613e-07,0.4627155928697739,6.260199999999999,buzz,303
bruhhh,0.0681343652552369,2.1489905066930626e-07,0.5652173913043479,6.6805,0.125809435707678,1.955504047948155e-07,-0.144927536231884,4.4681,0.0641337034466805,2.099002154879995e-07,0.5072463768115942,7.55275,0.0691635455680399,2.1703436821201e-07,0.6086956521739132,6.2173,change,454
peufra,0.0697205205088495,1.757549277014172e-07,0.4782608695652176,8.2092,0.0807257074737651,1.199030558262094e-07,0.0797101449275362,8.0762,0.0664451827242525,1.679325606477385e-07,0.4202898550724638,8.6422,0.0724356643639154,1.828569972759342e-07,0.5362318840579711,7.8119,buzz,6748
tlhr,0.0676065162907268,1.9209018287857849e-07,0.5942028985507247,9.30125,0.0522071472348849,1.4482035789565965e-07,0.3478260869565218,7.7145,0.069389524203178,1.544759483361245e-07,0.3478260869565218,9.37095,0.0663487978846737,2.3523224835764206e-07,0.6956521739130433,9.249,buzz,1001
puush,0.1194982503757922,1.6192903626857304e-07,1.2926829268292686,3.8461,0.1388954171562867,6.522135657229378e-08,0.024390243902439,4.2733,0.1196172248803827,1.2595544843651944e-07,0.902439024390244,3.7602,0.1194048074896835,1.7445259140472214e-07,1.4878048780487805,3.86065,buzz,345
surcotes,0.0900147648000855,2.2102404183163002e-07,0.6811594202898551,5.3832,0.1362127187530604,1.5316195959768925e-07,0.1768774703557311,4.65615,0.0856361149110807,2.6381268422396173e-07,0.6086956521739132,5.4325,0.0828098229583095,2.1907971076994666e-07,0.7560975609756099,5.3775,change,216
bruhh,0.076750700280112,1.885094078966863e-07,0.5072463768115942,6.7867,0.0928899219262172,2.3430571898431773e-07,0.5342555994729908,5.2417,0.0795778138514727,1.798777832499971e-07,0.3478260869565218,7.2269,0.0751094958531357,1.9305213061328218e-07,0.5652173913043479,6.5782,change,549
jnsuis,0.0675990675990676,2.030401450837928e-07,0.6666666666666666,6.9838,0.0716533466533466,1.5229198808417242e-07,0.3260869565217391,6.625249999999999,0.0661080854629241,1.9568399987882065e-07,0.6666666666666666,7.5035,0.0683497973765949,2.0647843831307778e-07,0.6594202898550725,6.7255,change,1805
mdddd,0.063317852553753,1.894330733974144e-07,0.6666666666666666,8.023,0.1111033762617473,2.6056102950981e-07,0.0579710144927536,2.3535,0.0686306282948751,1.4417744663950245e-07,0.3043478260869565,8.45775,0.0610381077529566,2.096107375880545e-07,0.9130434782608696,7.8731,buzz,737
émojis,0.0785815602836879,2.4016104621565065e-07,0.8636363636363635,7.2464,0.0913165266106442,1.3593990510988125e-07,0.1739130434782609,6.4503,0.0739669421487603,2.0370613669418845e-07,0.6666666666666666,7.0128,0.0823529411764705,2.807232339753256e-07,1.028985507246377,7.5391,change,2876
ytbeuse,0.0734917045643823,1.970549457295341e-07,0.5364086249558149,5.3894,0.1234011889749594,1.2042163280764918e-07,0.1363636363636363,7.2969,0.0728900255754475,1.769587450425063e-07,0.5362318840579711,5.2145,0.072995961278368,2.1799802235992298e-07,0.5579710144927537,5.78725,change,605
sbtr,0.0756756756756756,1.627724031555477e-07,0.4202898550724638,8.8018,0.1141025641025641,9.226384069452028e-08,-0.2463768115942029,10.0043,0.0850340136054421,1.4201504950593554e-07,0.1884057971014492,8.8472,0.0714285714285714,1.7263764931869536e-07,0.463768115942029,8.7402,buzz,231
fangirlage,0.0621644958778539,2.450129752588217e-07,0.8623188405797103,5.260149999999999,0.0783673469387755,1.1692316746701458e-07,-0.1739130434782608,3.1151,0.059380378657487,2.639245681459337e-07,0.927536231884058,5.5803,0.0662455803626301,2.350818073049515e-07,0.8333333333333334,4.95935,buzz,1417
